practice_name,canonical_code,postcode,street_address,latitude,longitude,telephone,website_url,accepting_new_patients,accepts_out_of_area_registrations,gtd_managed,gtd_site_name,gtd_site_url,gtd_takeover_date,gtd_takeover_date_precision,gtd_takeover_note,gtd_takeover_source_label,gtd_takeover_source_url,nearby_to_gtd_anchors,nearby_anchor_count,source_search_centers,source_search_center_count,min_distance_to_gtd_anchor_miles,management_company_name,management_company_source,management_company_confidence,management_company_domain,management_company_group_size,affiliated_group_name,affiliated_group_source,affiliated_group_confidence,affiliated_group_domain,affiliated_group_group_size,registered_patient_count,registered_patient_count_source,registered_patient_count_candidate,registered_patient_count_candidate_code,registered_patient_count_candidate_source,registered_patient_count_candidate_confidence,google_review_score,google_review_count,google_review_source_note,google_review_source_url,google_maps_title,google_maps_match_score,google_recent_reviews_captured,google_review_text_file,google_review_scan_status,google_review_has_listing,cqc_overall_rating,cqc_location_url,cqc_service_website,cqc_publication_date,cqc_inherited_rating,cqc_provider_name,trustpilot_score,trustpilot_review_count,trustpilot_source_url,nhs_profile_url
Blackford House Medical Centre,P83009,BL9 8QA,"137 Croft Lane, Hollins, Bury, Lancashire",53.5742,-2.2834,01617666622,,True,,False,,,,,,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Whitefield supplemental search",3,,,,,,,,,,,,7591,nhs_monthly_direct,,,,,3.3,54,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Blackford+House+Medical+Centre/@53.5742328,-2.2859652,17z/data=!4m8!3m7!1s0x487ba530279e71dd:0x23abccf9c966a8fc!8m2!3d53.5742296!4d-2.2833849!9m1!1b1!16s%2Fg%2F12q4wfgcl?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Blackford House Medical Centre,1.0,54,google-review-texts/P83009-blackford-house-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-548062812,https://www.blackfordhmc.co.uk,10/01/2024,N,Blackford House Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/blackford-house-medical-centre/P83009
THE Doc's Surgery,P84683,M1 3LY,"55-59 Bloom Street, Manchester, Lancashire",53.4768,-2.23827,01612379490,https://www.thedocsmanchester.co.uk,True,,False,,,,,,,,"City Health Centre, New Bank Health Centre",2,"Chorlton supplemental search, City Health Centre, New Bank Health Centre, Salford Quays supplemental search, Stretford supplemental search",5,0.45,,,,,,,,,,,14745,nhs_monthly_direct,,,,,4.8,367,Google Maps direct search,"https://www.google.com/maps/place/The+Docs+Surgery,+Bloom+St,+Manchester+M1+3LY/@53.4769405,-2.2406169,17z/data=!3m1!4b1!4m6!3m5!1s0x487bb1954d22620d:0xbf3d0e43e936dff6!8m2!3d53.4769373!4d-2.2380366!16s%2Fg%2F11x91wsv_9?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",The Docs Surgery,1.0,,,ok_no_review_panel,true,Outstanding,https://www.cqc.org.uk/location/1-637182525,https://www.thedocsmanchester.co.uk,25/08/2016,N,The Doc's Surgery,,,,https://www.nhs.uk/services/gp-surgery/the-doc-s-surgery/P84683
Lime Square Medical Centre,P84059,M11 1DA,"Lime Square, Ashton Old Road, Openshaw, Manchester, Lancashire",53.4737,-2.16489,01613710678,https://www.limesquaremc.co.uk/,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre",4,"Ashton GP Service, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre",4,1.223,,,,,,,,,,,9094,nhs_monthly_direct,,,,,2.2,143,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Lime+Square+Medical+Centre/@53.4739443,-2.1668698,17z/data=!4m8!3m7!1s0x487bb14bfe0bd917:0xae45a1dd06c7e5a5!8m2!3d53.4739411!4d-2.1642895!9m1!1b1!16s%2Fg%2F11bbrgsfjt?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Lime Square Medical Centre,1.0,143,google-review-texts/P84059-lime-square-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-5173909625,,06/06/2019,N,Lime Square Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/lime-square-medical-centre/P84059
Florence House Medical Practice,P84042,M11 1JG,"1344 Ashton Old Road, Higher Openshaw, Manchester, Lancashire",53.4726,-2.16202,01613702133,http://www.florencehousesurgery.co.uk/,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre",4,"Ashton GP Service, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre",4,1.213,,,,,,,,,,,11033,nhs_monthly_direct,,,,,2.4,161,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Florence+House+Medical+Practice/@53.4725858,-2.1636431,17z/data=!4m8!3m7!1s0x487bb14c61bcf5bd:0xeb3769d5c7d73640!8m2!3d53.4725826!4d-2.1610628!9m1!1b1!16s%2Fg%2F1hc2t5s5r?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Florence House Medical Practice,1.0,161,google-review-texts/P84042-florence-house-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-550764239,https://www.florencehousesurgery.co.uk,27/01/2026,N,Florence House Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/florence-house-medical-practice/P84042
Cornerstone Family Practice,P84041,M11 3AA,"Cornerstone Centre, 2 Graham Street, Beswick, Manchester, Greater Manchester",53.4744,-2.19508,01612230637,http://www.cornerstonefamilypractice.nhs.uk/,True,,False,,,,,,,,"City Health Centre, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",5,"City Health Centre, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",5,1.059,,,,,,,,,,,7642,nhs_monthly_direct,,,,,2.5,88,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Cornerstone+Family+Practice/@53.4746083,-2.1974706,17z/data=!4m8!3m7!1s0x487bb16c31913b27:0xbb0f5c2cc532f168!8m2!3d53.4746051!4d-2.1948903!9m1!1b1!16s%2Fg%2F1yh9tq6px?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Cornerstone Family Practice,1.0,88,google-review-texts/P84041-cornerstone-family-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-545393907,https://www.cornerstonefamilypractice.nhs.uk,15/11/2024,N,Cornerstone Family Practice,,,,https://www.nhs.uk/services/gp-surgery/cornerstone-family-practice/P84041
Five Oaks Family Practice,P84004,M11 3BB,"47 Graham Street, Beswick, Manchester, Greater Manchester",53.4757,-2.19446,01612234211,http://www.fiveoaksfamilypractice.co.uk,True,,False,,,,,,,,"City Health Centre, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",5,"City Health Centre, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",5,1.152,,,,,,Northern Health GPPO Limited,cqc_location_manual_lookup,medium,,4,8636,nhs_monthly_direct,,,,,2.9,96,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Five+Oaks+Family+Practice/@53.4757274,-2.1968699,17z/data=!4m8!3m7!1s0x487bb16c50eaf813:0xf6e08eea882e16ec!8m2!3d53.4757242!4d-2.1942896!9m1!1b1!16s%2Fg%2F1hc6k_q_c?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Five Oaks Family Practice,1.0,96,google-review-texts/P84004-five-oaks-family-practice.txt,ok_with_visible_reviews,true,Outstanding,https://www.cqc.org.uk/location/1-570158322,https://www.fiveoaksfamilypractice.co.uk,06/06/2016,N,Five Oaks Family Practice,,,,https://www.nhs.uk/services/gp-surgery/five-oaks-family-practice/P84004
Dr Khan's Practice,P84637,M11 4EJ,"Clayton Health Centre, 89 North Road, Manchester, Greater Manchester",53.4843,-2.18414,01612231658,https://mazhariandkhanpractice.nhs.uk/,True,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",6,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",6,1.595,,,,,,,,,,,2945,nhs_monthly_direct,,,,,4.3,20,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dr+Khans+Practice/@53.4843783,-2.1867766,17z/data=!4m8!3m7!1s0x487bb13ddf2ba4e9:0xd7ac004e5b4b363b!8m2!3d53.4843751!4d-2.1841963!9m1!1b1!16s%2Fg%2F1xb2d39v?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Dr Khans Practice,1.0,20,google-review-texts/P84637-dr-khans-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-537828970,,03/03/2016,N,The Mazhari and Khan Practice,,,,https://www.nhs.uk/services/gp-surgery/dr-khan-s-practice/P84637
Drs Hanif & Bannuru,P84032,M11 4EJ,"Clayton Health Centre, 89 North Road, Manchester, Greater Manchester",53.4843,-2.18414,01612238388,http://www.drshanifandbannuru.co.uk/,True,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",6,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",6,1.595,,,,,,,,,,,5920,nhs_monthly_direct,,,,,2.9,7,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dr+R+Gummadi+-+Drs+Hanif+%26+Bannuru/@53.4843783,-2.1867766,17z/data=!4m12!1m2!2m1!1sDrs+Hanif+%26+Bannuru+M11+4EJ!3m8!1s0x487bb13ddec55555:0xc2636f9140a8e530!8m2!3d53.4843751!4d-2.1841963!9m1!1b1!15sChtEcnMgSGFuaWYgJiBCYW5udXJ1IE0xMSA0RUpaHSIbZHJzIGhhbmlmICYgYmFubnVydSBtMTEgNGVqkgEGZG9jdG9ymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5PZFRkTWEzRjNSUkFC4AEA-gEECAsQFQ!16s%2Fg%2F11mf9lsfdw?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Dr R Gummadi - Drs Hanif & Bannuru,0.5,7,google-review-texts/P84032-drs-hanif-and-bannuru.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-560827704,,17/10/2018,N,Dr Mokashi,,,,https://www.nhs.uk/services/gp-surgery/drs-hanif-and-bannuru/P84032
Eastlands Medical Centre,P84051,M11 4EJ,"Clayton Health Centre, 89 North Road, Clayton, Manchester, Greater Manchester",53.4843,-2.18414,01612239229,https://www.eastlandsmedicalpractice.nhs.uk,True,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",6,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre, Simpson Medical Practice",6,1.595,,,,,,,,,,,5662,nhs_monthly_direct,,,,,2.2,63,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Eastlands+Medical+Practice/@53.4843272,-2.1867523,17z/data=!4m8!3m7!1s0x487bb13dd88bf6a3:0x7d545355945beabf!8m2!3d53.484324!4d-2.184172!9m1!1b1!16s%2Fg%2F1hc0x8m0k?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Eastlands Medical Practice,1.0,63,google-review-texts/P84051-eastlands-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-7531910700,https://www.eastlandsmedicalpractice.nhs.uk/,17/12/2019,N,Dr Kavitha Kanakanti & Dr Subha Oomman,,,,https://www.nhs.uk/services/gp-surgery/eastlands-medical-centre/P84051
West Gorton Medical Practice,P84052,M12 5JE,"2 Clowes St, West Gorton, Manchester, Greater Manchester",53.467,-2.20424,01612235226,http://www.westgortonmedicalcentre.co.uk,True,,False,,,,,,,,"City Health Centre, Droylsden Medical Practice, New Bank Health Centre",3,"City Health Centre, Droylsden Medical Practice, New Bank Health Centre",3,0.477,,,,,,,,,,,7681,nhs_monthly_direct,,,,,3.3,106,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/West+Gorton+Medical+Centre/@53.466879,-2.206172,17z/data=!4m8!3m7!1s0x487bb17076cd1a31:0xaa50796b9b45513d!8m2!3d53.4668758!4d-2.2035917!9m1!1b1!16s%2Fg%2F1tcxzck1?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",West Gorton Medical Centre,1.0,106,google-review-texts/P84052-west-gorton-medical-practice.txt,ok_with_visible_reviews,true,Outstanding,https://www.cqc.org.uk/location/1-4183934278,https://www.westgortonmedicalcentre.co.uk,29/06/2018,N,West Gorton Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/west-gorton-medical-practice/P84052
Parkside Surgery,P84644,M12 5RU,"187 Northmoor Road, Longsight, Manchester, Lancashire",53.4532,-2.19083,01612573338,http://www.parksidemedical.org.uk/,True,,False,,,,,,,,"Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre",3,"Droylsden Medical Practice, Guide Bridge Medical Practice, New Bank Health Centre",3,0.733,,,,,,,,,,,7230,nhs_monthly_direct,,,,,2.7,137,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Parkside+Medical+Centre/@53.4534612,-2.1937505,17z/data=!4m8!3m7!1s0x487bb3d939d1ba47:0x3cc2a12bcd9eb771!8m2!3d53.453458!4d-2.1911702!9m1!1b1!16s%2Fg%2F1hc5c7tfp?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Parkside Medical Centre,1.0,137,google-review-texts/P84644-parkside-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-584825612,,23/09/2016,N,Parkside Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/parkside-surgery/P84644
Manchester Integrative Medical Practice,P84689,M13 0RR,"526-528 Stockport Road, Longsight, Manchester, Lancashire",53.4576,-2.20187,01612564488,http://www.mimp.org.uk,True,,False,,,,,,,,New Bank Health Centre,1,New Bank Health Centre,1,0.201,Manchester Integrative Medical Practice,nhs_website_domain_known_group,high,mimp.org.uk,2,,,,,,14205,nhs_monthly_direct,,,,,4.8,569,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Manchester+Integrative+Medical+Practice/@53.458664,-2.2398236,17z/data=!4m8!3m7!1s0x487bb186e17fc97d:0xc960ebe3d323ef21!8m2!3d53.4586608!4d-2.2372433!9m1!1b1!16s%2Fg%2F11wv2ycbvd?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Manchester Integrative Medical Practice,1.0,569,google-review-texts/P84689-manchester-integrative-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-4648668416,https://www.longsightmedicalpractice.com,10/08/2018,N,Manchester Integrative Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/manchester-integrative-medical-practice/P84689
Dickenson Road Medical Centre,P84026,M13 0WQ,"357-359 Dickenson Road, Longsight, Manchester, Greater Manchester",53.4561,-2.20227,01612246522,https://www.dickensonroadmc.nhs.uk/,True,,False,,,,,,,,New Bank Health Centre,1,New Bank Health Centre,1,0.29,,,,,,,,,,,9751,nhs_monthly_direct,,,,,2.0,175,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dickenson+Road+Medical+Centre/@53.4561245,-2.2048715,17z/data=!3m1!5s0x487bb3d610b98bbd:0x2b49e22d7e4f9cb9!4m8!3m7!1s0x487bb3d63ab1673d:0x693a78a9a44b3cd9!8m2!3d53.4561213!4d-2.2022912!9m1!1b1!16s%2Fg%2F11b_3cd9_s?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Dickenson Road Medical Centre,1.0,175,google-review-texts/P84026-dickenson-road-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-584676120,,30/06/2016,N,Dr Pirzada Anwer and Dr Asif Javid,,,,https://www.nhs.uk/services/gp-surgery/dickenson-road-medical-centre/P84026
Ailsa Craig Medical Centre,P84009,M13 0YL,"270 Dickenson Road, Longsight, Manchester, Lancashire",53.4542,-2.20853,01612245555,http://www.ailsacraigmedicalpractice.co.uk,True,,False,,,,,,,,New Bank Health Centre,1,"Chorlton supplemental search, New Bank Health Centre",2,0.442,,,,,,Primary Care Manchester Ltd,practice_website_link_manual_lookup,medium,manchesterpcp.co.uk,2,11005,nhs_monthly_direct,,,,,3.8,288,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Ailsa+Craig+Medical+Practice/@53.4543328,-2.2112626,17z/data=!4m8!3m7!1s0x487bb3d5239e98e9:0x1d209c9638bd8407!8m2!3d53.4543296!4d-2.2086823!9m1!1b1!16s%2Fg%2F1tdwk1b_?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Ailsa Craig Medical Practice,1.0,288,google-review-texts/P84009-ailsa-craig-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-514076384,https://www.ailsacraigmedicalpractice.co.uk,28/11/2017,N,Ailsa Craig Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/ailsa-craig-medical-centre/P84009
Ardwick Medical Practice,P84037,M13 9UJ,"The Vallance Medical Centre, Wadeson Road, Manchester, Lancashire",53.4698,-2.22453,01612729616,,True,,False,,,,,,,,"City Health Centre, New Bank Health Centre",2,"Chorlton supplemental search, City Health Centre, New Bank Health Centre, Salford Quays supplemental search",4,1.066,,,,,,,,,,,5871,nhs_monthly_direct,,,,,3.5,173,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/The+Vallance+Centre+Brunswick/@53.4697907,-2.2269186,17z/data=!3m1!5s0x487bb19a80730f37:0x4f50cacb5faa56a7!4m12!1m2!2m1!1sArdwick+Medical+Practice+M13+9UJ!3m8!1s0x487bb19a80682c8b:0x950aa8d2f1575670!8m2!3d53.4697877!4d-2.2244368!9m1!1b1!15sCiBBcmR3aWNrIE1lZGljYWwgUHJhY3RpY2UgTTEzIDlVSloiIiBhcmR3aWNrIG1lZGljYWwgcHJhY3RpY2UgbTEzIDl1apIBFXB1YmxpY19tZWRpY2FsX2NlbnRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUFozSmZNbkZuUlJBQuABAPoBBAgiED8!16s%2Fg%2F1q64hvwb_?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",The Vallance Centre Brunswick,,173,google-review-texts/P84037-ardwick-medical-practice.txt,ok_with_visible_reviews,true,Outstanding,https://www.cqc.org.uk/location/1-582026441,,10/11/2016,N,Ardwick Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/ardwick-medical-practice/P84037
Brunswick Medical Practice,P84611,M13 9UJ,"The Vallance Medical Centre, Wadeson Road, Manchester, Lancashire",53.4698,-2.22453,01615324141,https://brunswickmedicalpractice.vallancebrunswickgroup.com,True,,False,,,,,,,,"City Health Centre, New Bank Health Centre",2,"Chorlton supplemental search, City Health Centre, New Bank Health Centre, Salford Quays supplemental search",4,1.066,,,,,,,,,,,7589,nhs_monthly_direct,,,,,3.5,173,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Vallance+Centre+Brunswick/@53.4698241,-2.2269186,17z/data=!3m1!5s0x487bb19a80730f37:0x4f50cacb5faa56a7!4m12!1m2!2m1!1sBrunswick+Medical+Practice+M13+9UJ!3m8!1s0x487bb19a80682c8b:0x950aa8d2f1575670!8m2!3d53.4697877!4d-2.2244368!9m1!1b1!15sCiJCcnVuc3dpY2sgTWVkaWNhbCBQcmFjdGljZSBNMTMgOVVKWiQiImJydW5zd2ljayBtZWRpY2FsIHByYWN0aWNlIG0xMyA5dWqSARVwdWJsaWNfbWVkaWNhbF9jZW50ZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmlkVFZ4TURCblJSQULgAQD6AQUIgwEQMw!16s%2Fg%2F1q64hvwb_?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",The Vallance Centre Brunswick,0.5,173,google-review-texts/P84611-brunswick-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-561291059,,01/11/2016,N,Brunswick Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/brunswick-medical-practice/P84611
Vallance Medical,P84005,M13 9UJ,"The Vallance Centre, Brunswick Street, Manchester",53.4698,-2.22453,01618204030,https://www.vallancemedical.nhs.uk,True,,False,,,,,,,,"City Health Centre, New Bank Health Centre",2,"Chorlton supplemental search, City Health Centre, New Bank Health Centre, Salford Quays supplemental search",4,1.066,,,,,,,,,,,15999,nhs_monthly_direct,,,,,3.8,38,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Vallance+Medical/@53.4697907,-2.2269186,17z/data=!3m1!5s0x487bb19a80730f37:0x4f50cacb5faa56a7!4m12!1m2!2m1!1sVallance+Medical+M13+9UJ!3m8!1s0x487bb190e6131aeb:0xe0c85b6d341ea6d!8m2!3d53.4697874!4d-2.2242398!9m1!1b1!15sChhWYWxsYW5jZSBNZWRpY2FsIE0xMyA5VUpaGiIYdmFsbGFuY2UgbWVkaWNhbCBtMTMgOXVqkgEUZ2VuZXJhbF9wcmFjdGl0aW9uZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTXliRFJsV0VWM0VBReABAPoBBAgAED8!16s%2Fg%2F1hhhp7jxc?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Vallance Medical,1.0,38,google-review-texts/P84005-vallance-medical.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-549984853,,26/03/2019,N,Vallance Medical,,,,https://www.nhs.uk/services/gp-surgery/vallance-medical/P84005
Manchester Integrative Medical Practice at Moss Side Health Centre,V6E6I,M14 4GP,"20 Monton Street, Manchester",53.4588,-2.23744,01612267615,https://mimp.org.uk/,True,,False,,,,,,,,"City Health Centre, New Bank Health Centre",2,"Chorlton supplemental search, City Health Centre, New Bank Health Centre, Salford Quays supplemental search, Stretford supplemental search",5,1.363,Manchester Integrative Medical Practice,nhs_website_domain_known_group,high,mimp.org.uk,2,,,,,,,,,,,,4.8,569,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Manchester+Integrative+Medical+Practice/@53.4586594,-2.2398163,17z/data=!4m12!1m2!2m1!1sManchester+Integrative+Medical+Practice+at+Moss+Side+Health+Centre+M14+4GP!3m8!1s0x487bb186e17fc97d:0xc960ebe3d323ef21!8m2!3d53.4586608!4d-2.2372433!9m1!1b1!15sCkpNYW5jaGVzdGVyIEludGVncmF0aXZlIE1lZGljYWwgUHJhY3RpY2UgYXQgTW9zcyBTaWRlIEhlYWx0aCBDZW50cmUgTTE0IDRHUFpMIkptYW5jaGVzdGVyIGludGVncmF0aXZlIG1lZGljYWwgcHJhY3RpY2UgYXQgbW9zcyBzaWRlIGhlYWx0aCBjZW50cmUgbTE0IDRncJIBFGdlbmVyYWxfcHJhY3RpdGlvbmVy4AEA!16s%2Fg%2F11wv2ycbvd?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Manchester Integrative Medical Practice,0.4,569,google-review-texts/V6E6I-manchester-integrative-medical-practice-at-moss-side-health-centre.txt,ok_with_visible_reviews,true,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/manchester-integrative-medical-practice-at-moss-side-health-centre/V6E6I
Surrey Lodge Practice,P84023,M14 5BY,"11 Anson Road, Victoria Park, Manchester, Greater Manchester",53.4574,-2.21735,01612242471,http://www.surreylodge.co.uk,True,,False,,,,,,,,"City Health Centre, New Bank Health Centre",2,"Chorlton supplemental search, City Health Centre, New Bank Health Centre",3,0.566,,,,,,,,,,,9711,nhs_monthly_direct,,,,,2.8,116,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Surrey+Lodge+Group+Practice/@53.457396,-2.2196818,17z/data=!4m8!3m7!1s0x487bb187523ba667:0xac2353cd3569f1e5!8m2!3d53.4573928!4d-2.2171015!9m1!1b1!16s%2Fg%2F1tcvhmzs?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Surrey Lodge Group Practice,1.0,115,google-review-texts/P84023-surrey-lodge-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-565594964,,21/12/2018,N,Surrey Lodge Group Practice,,,,https://www.nhs.uk/services/gp-surgery/surrey-lodge-practice/P84023
Wilmslow Road Surgery,P84626,M14 5LQ,"Wilmslow Road Medical Centre, 156 Wilmslow Road, Rusholme, Manchester, Greater Manchester",53.4522,-2.22281,01612242452,http://wilmslowroadmedicalcentre.co.uk/,True,,False,,,,,,,,"City Health Centre, New Bank Health Centre",2,"Baguley supplemental search, Chorlton supplemental search, City Health Centre, New Bank Health Centre, Sale supplemental search, Wythenshawe supplemental search",6,0.935,,,,,,,,,,,5641,nhs_monthly_direct,,,,,2.9,117,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Wilmslow+Road+Medical+Centre/@53.4521657,-2.2253805,17z/data=!4m17!1m8!3m7!1s0x487bb228a0fed349:0x677712e46db0a188!2sWilmslow+Road+Medical+Centre,+156+Wilmslow+Rd,+Manchester+M14+5LQ!3b1!8m2!3d53.4521625!4d-2.2228002!16s%2Fg%2F11bw4bfqfn!3m7!1s0x487bb227d2c02d11:0x2b286b9788cd1bb!8m2!3d53.4521626!4d-2.2227922!9m1!1b1!16s%2Fg%2F1txy1wz2?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Wilmslow Road Medical Centre,1.0,117,google-review-texts/P84626-wilmslow-road-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-542136268,,05/07/2022,N,Wilmslow Road Surgery,,,,https://www.nhs.uk/services/gp-surgery/wilmslow-road-surgery/P84626
The Robert Darbishire Practice,P84072,M14 5NP,"Rusholme Health Centre, Walmer Street, Rusholme, Manchester, Lancashire",53.455,-2.22631,01612256699,http://www.rdp.org.uk,True,,False,,,,,,,,"City Health Centre, New Bank Health Centre",2,"Chorlton supplemental search, City Health Centre, New Bank Health Centre",3,0.969,,,,,,,,,,,34920,nhs_monthly_direct,,,,,2.7,266,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Robert+Darbishire+Practice/@53.4546497,-2.2287608,17z/data=!4m8!3m7!1s0x487bb2270ce406ab:0x513af0c9aa836c69!8m2!3d53.4546465!4d-2.2261805!9m1!1b1!16s%2Fg%2F1hhw34dq9?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",The Robert Darbishire Practice,1.0,266,google-review-texts/P84072-the-robert-darbishire-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-530423860,,16/03/2017,N,Better Health MCR Ltd,,,,https://www.nhs.uk/services/gp-surgery/the-robert-darbishire-practice/P84072
